您要办理的那个地址哪里报一下 十七号省军区第六感觉吗稍等一下七 
对呀我现在这个套餐你在以前怎么有没有发短信的 就是我现在这个套餐上面有哪些服务 
唉你好 电话通知工人都不知道怎么挂掉了我想就是确认一下招商就是我假如说我这个手机号码然后我要回家回老家用它就是不在上海然后我用的话是比较划算的话是怎么划算呀 
知道你们那个幺零零八六什么积分可以兑换那个 唉对对 
唉你好我这边想包的流量现在加油包的话是哪个划算一点啊 集到了 
你好我问 唉喂听得见吗 
喂你好这样的先生我这个手机号码可能是过一段时间啊可能不会用了我想就是就是只保留一个接电话的一个功能这样的话有什么就是套餐最低的那种套餐可以推荐的吗 就是每个月最低是十八块然后接听免费 
一我问一下那个那个那个那个那个有个半年办理流量包六六六十十二六十块钱三个g的有没有 嗯嗯稍等一下 
您好恩我要请问请问一下就是那个呃流量套套餐比较优惠的那个套餐有 这样子恩对请您不要挂机 
唉你好那个我想我想咨询一下就是说我我这个集团套餐它上面有一个集团月租优惠功能呃两块钱测试干嘛用的对吧 业务 
哎你好我想问我想问一下我现在这个每个月的流量是多少呀 我这个流量怎么费有没有其他其他的 
哎你好我想问我想问一下我现在这个每个月的流量是多少呀 我这个流量怎么费有没有其他其他的 
唉你好我想改一下我的套餐加一点那个流量加一点咱们那边有什么样的套餐 啊 
唉你好我刚才看发短信给我说我这个流量可以升级是吧 啊就是我我的是一百五十八还是一百五十八就流量申请然后费用不变对吧 
再见 喂你好我想问一下当前我这个就是这张卡的套餐是十几块钱 
您好很高兴为您服务那那个你好不是现在你们那个上海移动微信不是对五十元七个g吗那个 呃 
嗯唉喂你好呃我这边是想问一下关于我那个手机话费发票的这个块 女生呃我这边的话好像是最近几个月的发票的话我这边幺三九邮箱都没有收到我不清楚什么原因 
唉我想问问一下我在亲情套餐有都不知道的 噢怎么我就再改一下好吧 
哎你好我想咨询一下我现在那个八八套餐那你只有那个两百二十 那现在目前有没有什么优惠了 
会 我想问问看我这个每个月每个月扣掉这个五元钱是什么东西 
嗯好好嗯四g的是你看下我这个套餐就是免费送的三g啊 本手机免费查一下 
唉你好呃我我想问一下之前有那个发短信短期到幺零零八六然后就会看看三天七天的这个漫游包就是那个通话异地漫游通话的那个包现在是这个活动没有了 国内 
喂哎你好你好嗯我现在的话我想了解一下我这个套餐呀就说是呃手机的套餐呃你们这有一个什么那个宽带这个费用每个月二十岁收取这个费用吗 对啊有吗有时候一个什么二十块钱每个月的费用 
哎你好我想问一下我这个流量哎就是我就是国内和那个本地流量它有什么区别啊 那那个本地流量那个我能取消掉然后我那个国内流量多一点那种套餐有嗯嗯 
唉你好 我咨询一下我如果短信包月的话是一个一个什么样的方式啊 
您好很高兴为您服务唉你好我就是想咨询一下九月份三号到五号去澳门的话这边我手机需要开通什么吗 呃什么价格怎么会 
你好 请问一下这个是不是有一个什么套餐是什么流量全国免费用的那个多少都都都都不要钱啊 
喂你好啊您好呃我想了解一下那个集团短号的那个业务 对的我刚才打过一个电话就是呃刚刚那个回答我就是就是我一个账户的话每月一百块的那个月租对吧然后那个就是说他每个号的话每个月产生两块钱然后每个号还要产生十元的一个那个账户费是吧是这样的情况吗 
一百块 唉你好白天出吗知道吗 
喂你好我想问一下给办有那种噢开地址的流量包吗 多少钱一天 
嗯那个你好我想问一下现在有没有合适的流量叠加包 噢对 
呃你你帮我看一下呃我现在好像每个月的流量都不够还有什么好的推荐吗就是比原来那个流呃那个套餐稍微流量再多一点的 上海 
唉喂你好那个我想问一下呃就是我的手机号如果到香港的话那我接大陆的电话会嗯 有其他的费用吗 
唉你好 噢那我想问一下你们上海的这种宽带业务是吧 
哎麻烦你给我发一个那个有什么套餐就是改为流量多一点的 发给我看一下第一个第二个我现在流量要这个月要申请申请一点流量哪个实惠一点 
唉喂你好我刚刚看到的是好像从八月二十五号七提升那个四g套餐里面的流量资源是吧 所以只能享受本来就是五十元五十元不是翻倍了吗可以啊 
哎你好我想问一下就是这个有没有一种这个发票是打印的是我这个充值的金额获取利益的比如说我充了十块钱然后打印出一个十块钱的充值发票 噢这个怎么操作呀 
那请问那个我接到你们客服代表的电话吗就是跟我说一个一家通了一个宽带的一个是续约的一个信息 对个人用户 
我想问一下我们集团号呃套餐的话有没有优惠一点的那种通话和流量比较多的 呃集团号国个人一样的 
哎你好我想咨询一下那个之前这边你们有人来电话说帮我改个套餐什么的怎么那种是不是有这种恭喜 呃是单号我看一下他显示的是看看保障终身显示是那个上海移动到授权网点是办理上海移中咨询签约活动啊这种东西 
你好喂你好你看我就我这个手机如果是要开通那个泰国那边漫游的话怎么收费的 有办扣多少什么我要是多少是客服毛 
唉喂你好 呃您帮我看一下就是那个充值业务费到底是什么东西啊 
唉小姐我刚刚收到一个去就是说我目前那个话费直接然后从三g那个流量升到五十g这个是什么情况啊对就是一个 噢好你你这边直接帮我办理可以吗 
唉你好我那个那个是那个四g那个自选的套餐啊好像现在有一个什么就是资费不变然后那个新套餐是 是需要那个吗需要在就是不不用增加费用不用增加对吧先不用绑定最低消费的对吧 
喂你好我问一下那个移动套餐是多少 啊我准备在上海办 
喂你好我这个开通流量开通流量的话它是怎么个套餐以外发什么半价半半反映一个现在叫什么 呃它其中包含有这个通话时间流量流量怎么没了 
唉喂你好我我我想咨询一点事情啊就是我原来那个咱们之前的号码神州行的号码呢因为你们九月一号开始移动要取消这个长途漫游费吗 我想咨询一下我这个神州行的号码我有个号码告诉你吧你 
喂 诶但您可以 
喂你好哎我想换一个套餐 唉我现在这个套餐的话因为流量对马上有没有那种专门是针对流量了但是 
这个嘛所以我想问一下就是这个任我翻流量包是手机流量吗 这个流量是全国的还是只限上海地区的 
呃就就是唉我刚刚你你们刚才打了个电话给我你电脑上查到了 好好好 
喂你好 你好我想问一下就是说我看网上这个四g的那个自选套餐嘛只有一个那个就是说嗯四十八元可以送两百分钟的一个通话时间吗到时候 
那 喂你好呃我我我想问一下那个我现在想要包那个一百三十八的那个套餐吧那那一一一百三十八套餐它是不是有两档的 
唉你好呃我想麻烦问一下我现在不是用的手机套餐是五零套餐吗用了好多年了还是那个我最近老是收到你们短信就是推荐我加入那个什么g什么套餐 所以我来咨询一下我现在实际情况了是这样就是五零套餐不是每个月有五百分钟主叫时间吗对吧 
喂唉你好呀就是因为看到你们一个广告然后就是说那个宽带二十兆七百六十块一年两年是八百八十块我想问一下你这个宽带是是什么样子的是有线的嘛 呃然后它是呃它是一个什么样的设备呀或者你们 
啊你我我想问一下现在套餐有多少块钱的有什么套餐呢 啊就是关于有有短信的套餐吗 
唉喂你好我想问一下那个就是全球通的那个套餐十八块钱的有没有 噢要要呃要用一年是吧 
请问我这个号码的话现在是什么样的一个套餐吧 五十八一百兆流量啊 
喂你好我想怎么叫那个随意聊 就是家庭的套餐互打都互打免费的那个 
喂你好嗯 这个系统不是打了一个幺零零八六什么幺微信关注幺幺零零八六还是什么二分钱好的好的谢谢你声音流量是什么意思啊 
那个这个手机是不是有一个流量就十块钱一千兆流量啊十块钱一天的一下给我请稍等 噢 
唉你好之前套餐我现在想问一下那个十块钱包多少流量 什么东西呀 
你们这边是不是一样一个套餐十八块的就 
呃我问一下我是现在这个卡没在上海打在外地那流量完的话这个怎么办流量呢 交多少 
哎你好我想问一下你们 噢那个卡是上海的卡然后您是要要那个到外地的 
